VCF,Total_Variants,DP_mean,DP_median,DP_std,QUAL_mean,QUAL_median,QUAL_std,GQ_mean,GQ_median,GQ_std,BAF_mean,BAF_median,BAF_std,QS_mean,QS_median,QS_std,SGB_mean,SGB_median,SGB_std,MQ0F_mean,MQ0F_median,MQ0F_std,VDB_mean,VDB_median,VDB_std,RPB_mean,RPB_median,RPB_std,MQB_mean,MQB_median,MQB_std,BQB_mean,BQB_median,BQB_std,MQSB_mean,MQSB_median,MQSB_std
Somatic_Mutect2,87,202.64367816091954,4.0,1374.9914271583239,0.0,0.0,0.0,14.563218390804598,6.0,19.272218793594256,0.6581494252873564,0.684,0.3414993488402144,0.6841880804597701,0.717996,0.31352106195773916,-0.49511351724137953,-0.453602,0.1227898773594585,0.0076909871149425275,0.0,0.06576894747063951,0.26565984869019604,0.18368,0.2674240085937938,0.6195003468571455,0.810584,0.41221398913083285,0.8445256991256275,1.0,0.32611301013405336,0.7361446643137254,0.941512,0.33733235538658296,0.9252285,1.0,0.16208989208075247
Germline_WES,16519,111.07494400387432,3.0,1664.0961512722686,0.0,0.0,0.0,23.593074641322115,9.0,35.59245494917733,0.9018656092983838,1.0,0.22114543724953234,0.9098048756401719,1.0,0.1991289273299201,-0.5264399213632786,-0.511536,0.12395140473397699,0.0019872457524063203,0.0,0.03902925397834642,0.29561524423453556,0.192436,0.2925424593644712,0.6859237778186111,0.833333,0.349693044815394,0.9701801463701449,1.0,0.13407678465601586,0.6607718104575889,0.813286,0.37133412666759674,0.9770588409053443,1.0,0.10861127343981815
